make_model,body_type,power,gearbox,doors,fuel_type,mileage,age,engine_size_cat,type,price
Mercedes Benz GLE 500,Off-Road/Pick-up,335.0,Automatic,5.0,Benzin,69999.0,4.0,Extreme,Used,61980
Mercedes Benz GLA 180,Off-Road/Pick-up,85.0,Automatic,5.0,Diesel,55176.0,2.0,Medium,Used,34900
Mercedes Benz GLC 400,Off-Road/Pick-up,243.0,Automatic,5.0,Diesel,66000.0,3.0,High,Used,62888
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,35000.0,5.0,Medium,Used,35890
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Manual,5.0,Benzin,57348.0,5.0,Low,Used,22969
Mercedes Benz GLA 200,Off-Road/Pick-up,100.0,Manual,5.0,Diesel,56313.0,4.0,Medium,Used,22890
Mercedes Benz GLA 45 AMG,Off-Road/Pick-up,265.0,Automatic,5.0,Benzin,72680.0,7.0,Medium,Used,33490
Mercedes Benz GLC 200,Off-Road/Pick-up,145.0,Automatic,5.0,Benzin,8500.0,0.0,Medium,Demonstration,58470
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,85201.0,5.0,Medium,Used,35999
Mercedes Benz GLA 45 AMG,Off-Road/Pick-up,285.0,Automatic,5.0,Benzin,8467.0,1.0,Medium,Employee's car,61450
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Automatic,5.0,Benzin,100000.0,6.0,Low,Used,20799
Mercedes Benz GLA 200,Off-Road/Pick-up,100.0,Automatic,5.0,Diesel,47445.0,4.0,Medium,Used,26999
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Manual,5.0,Benzin,68158.0,8.0,Low,Used,19900
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,27183.0,6.0,Medium,Used,39880
Mercedes Benz 170,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,33587.0,4.0,Medium,Used,34900
Mercedes Benz G,Off-Road/Pick-up,225.0,Automatic,5.0,Diesel,15421.0,2.0,Medium,Used,60950
Mercedes Benz ML 280,Off-Road/Pick-up,139.0,Automatic,5.0,Diesel,116000.0,15.0,High,Used,15999
Mercedes Benz GLA 200,Off-Road/Pick-up,100.0,Manual,5.0,Diesel,59700.0,7.0,Medium,Used,20785
Mercedes Benz GLA 220,Off-Road/Pick-up,130.0,Automatic,5.0,Diesel,69100.0,5.0,Medium,Used,27290
Mercedes Benz GLC 300,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,18164.0,1.0,Medium,Demonstration,57950
Mercedes Benz GLB 200,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,25673.0,2.0,Medium,Used,39991
Mercedes Benz GLC 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,149899.0,5.0,High,Used,35890
Mercedes Benz GLE 500,Off-Road/Pick-up,320.0,Automatic,5.0,Benzin,47500.0,7.0,Extreme,Used,49890
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Manual,5.0,Benzin,115200.0,7.0,Low,Used,19999
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,47824.0,3.0,Medium,Used,40669
Mercedes Benz GLA 220,Off-Road/Pick-up,130.0,Automatic,5.0,Diesel,57467.0,5.0,Medium,Used,27990
Mercedes Benz GLA 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,89988.0,4.0,Medium,Used,25990
Mercedes Benz GLB 200,Off-Road/Pick-up,120.0,Automatic,5.0,Benzin,24131.0,0.0,Low,Employee's car,44890
Mercedes Benz GLB 220,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,6166.0,2.0,Medium,Used,45450
Mercedes Benz GLC 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,98336.0,5.0,Medium,Used,35900
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,182000.0,9.0,High,Used,24499
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,118450.0,3.0,Medium,Used,39600
Mercedes Benz GLC 200,Off-Road/Pick-up,120.0,Automatic,5.0,Diesel,35049.0,3.0,Medium,Used,39966
Mercedes Benz GLC 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,22000.0,3.0,Medium,Used,42500
Mercedes Benz GLE 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,88000.0,5.0,High,Used,46850
Mercedes Benz GLC 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,117925.0,6.0,Medium,Used,29499
Mercedes Benz GLA 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,75000.0,4.0,Medium,Used,30450
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,75642.0,5.0,Medium,Used,34980
Mercedes Benz GLB 200,Off-Road/Pick-up,120.0,Automatic,5.0,Benzin,2001.0,0.0,Low,Demonstration,53990
Mercedes Benz GLC 200,Off-Road/Pick-up,145.0,Automatic,5.0,Benzin,200.0,0.0,Medium,Pre-registered,65500
Mercedes Benz GLA 200,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,55800.0,2.0,Medium,Used,43490
Mercedes Benz GLE 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,104003.0,4.0,Medium,Used,40995
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,78938.0,4.0,Medium,Used,38980
Mercedes Benz Sprinter,Off-Road/Pick-up,120.0,Manual,5.0,Diesel,239110.0,9.0,Medium,Used,19870
Mercedes Benz GLA 180,Off-Road/Pick-up,90.0,Manual,5.0,Benzin,68000.0,5.0,Low,Used,21980
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,177500.0,9.0,High,Used,26900
Mercedes Benz GLC 300,Off-Road/Pick-up,190.0,Automatic,5.0,Benzin,6000.0,0.0,Medium,Demonstration,63690
Mercedes Benz GLC 63 AMG,Off-Road/Pick-up,350.0,Automatic,5.0,Benzin,100000.0,4.0,High,Used,57499
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Automatic,5.0,Benzin,121000.0,6.0,Low,Used,21500
Mercedes Benz GLA 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,46200.0,4.0,Medium,Used,28880
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,50000.0,8.0,High,Used,34780
Mercedes Benz GLE 400,Off-Road/Pick-up,245.0,Automatic,5.0,Benzin,144030.0,4.0,High,Used,40499
Mercedes Benz GLC 220,Off-Road/Pick-up,145.0,Automatic,5.0,Diesel,2001.0,0.0,Medium,Demonstration,63990
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,54000.0,7.0,High,Used,37980
Mercedes Benz C 180,Station wagon,115.0,Manual,5.0,Diesel,80000.0,5.0,Low,Used,20900
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,197239.0,5.0,Medium,Used,29950
Mercedes Benz E 350,Station wagon,170.0,Automatic,5.0,Diesel,170500.0,12.0,High,Used,11900
Mercedes Benz C 220,Station wagon,120.0,Manual,5.0,Diesel,135487.0,6.0,Medium,Used,19500
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,126536.0,5.0,Medium,Used,23990
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,113456.0,4.0,Medium,Used,29950
Mercedes Benz C 43 AMG,Station wagon,270.0,Automatic,5.0,Benzin,94932.0,4.0,High,Used,36680
Mercedes Benz CLS 350,Station wagon,195.0,Automatic,5.0,Diesel,59958.0,8.0,High,Used,27880
Mercedes Benz C 400,Station wagon,245.0,Automatic,5.0,Benzin,137542.0,4.0,High,Used,30880
Mercedes Benz CLA 200,Station wagon,100.0,Manual,5.0,Diesel,118578.0,6.0,Medium,Used,17395
Mercedes Benz E 350,Station wagon,215.0,Automatic,5.0,Benzin,134793.0,13.0,High,Used,20800
Mercedes Benz C 43 AMG,Station wagon,270.0,Automatic,5.0,Benzin,68900.0,6.0,High,Used,39900
Mercedes Benz C 180,Station wagon,90.0,Automatic,5.0,Diesel,103623.0,3.0,Low,Used,22850
Mercedes Benz CLA 35 AMG,Station wagon,225.0,Automatic,5.0,Benzin,43000.0,2.0,Medium,Used,53250
Mercedes Benz E 350,Station wagon,190.0,Automatic,5.0,Diesel,140000.0,6.0,High,Used,24440
Mercedes Benz E 400,Station wagon,245.0,Automatic,5.0,Benzin,238918.0,4.0,High,Used,25499
Mercedes Benz C 200,Station wagon,100.0,Automatic,5.0,Diesel,171705.0,4.0,Medium,Used,19870
Mercedes Benz CLS 350,Station wagon,190.0,Automatic,5.0,Diesel,111900.0,6.0,High,Used,28880
Mercedes Benz E 53 AMG,Station wagon,320.0,Automatic,5.0,Benzin,174717.0,3.0,High,Used,40999
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,99810.0,5.0,Medium,Used,28990
Mercedes Benz C 63 AMG,Station wagon,350.0,Automatic,5.0,Benzin,34900.0,5.0,High,Used,54950
Mercedes Benz CLS,Station wagon,150.0,Automatic,5.0,Diesel,194000.0,8.0,Medium,Used,19985
Mercedes Benz E 350,Station wagon,190.0,Automatic,5.0,Diesel,124000.0,7.0,High,Used,25990
Mercedes Benz C 200,Station wagon,118.0,Automatic,5.0,Diesel,94817.0,2.0,Low,Used,25849
Mercedes Benz CLA 200,Station wagon,100.0,Manual,5.0,Diesel,139740.0,7.0,Medium,Used,17490
Mercedes Benz E 43 AMG,Station wagon,295.0,Automatic,5.0,Benzin,144980.0,5.0,High,Used,37970
Mercedes Benz CLA 180,Station wagon,100.0,Automatic,5.0,Benzin,34900.0,1.0,Low,Demonstration,36900
Mercedes Benz E 350,Station wagon,185.0,Automatic,5.0,Diesel,108000.0,8.0,High,Used,24699
Mercedes Benz C 250,Station wagon,150.0,Automatic,5.0,Diesel,99750.0,5.0,Medium,Used,29989
Mercedes Benz CLS 350,Station wagon,195.0,Automatic,5.0,Diesel,124536.0,8.0,High,Used,21950
Mercedes Benz CLS 250,Station wagon,150.0,Automatic,5.0,Diesel,96895.0,7.0,Medium,Used,23880
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,123756.0,2.0,Medium,Used,31849
Mercedes Benz CLS 250,Station wagon,150.0,Automatic,5.0,Diesel,115479.0,7.0,Medium,Used,25880
Mercedes Benz C 43 AMG,Station wagon,270.0,Automatic,5.0,Benzin,83312.0,6.0,High,Used,38990
Mercedes Benz E 250,Station wagon,150.0,Automatic,5.0,Diesel,237022.0,11.0,Medium,Used,11750
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,156000.0,5.0,Medium,Used,27399
Mercedes Benz CLA 180,Station wagon,90.0,Automatic,5.0,Benzin,96085.0,4.0,Low,Used,23500
Mercedes Benz CLS 500,Station wagon,300.0,Automatic,5.0,Benzin,77793.0,8.0,Extreme,Used,30880
Mercedes Benz C 300,Station wagon,180.0,Automatic,5.0,Benzin,112372.0,4.0,Medium,Used,26990
Mercedes Benz E 200,Station wagon,135.0,Automatic,5.0,Benzin,111096.0,5.0,Medium,Used,26640
Mercedes Benz CLS 500,Station wagon,300.0,Automatic,5.0,Benzin,114000.0,9.0,Extreme,Used,27990
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,78000.0,3.0,Medium,Used,34990
Mercedes Benz C 350,Station wagon,195.0,Automatic,5.0,Diesel,178400.0,9.0,High,Used,18888
Mercedes Benz C 300,Station wagon,180.0,Automatic,5.0,Benzin,20000.0,5.0,Medium,Used,33580
Mercedes Benz C 200,Station wagon,100.0,Automatic,5.0,Diesel,105000.0,6.0,Medium,Used,22900
Mercedes Benz C 180,Station wagon,85.0,Manual,5.0,Diesel,147757.0,5.0,Low,Used,16900
Mercedes Benz C 200,Station wagon,118.0,Automatic,5.0,Diesel,90051.0,2.0,Low,Used,25849
Mercedes Benz E 250,Station wagon,150.0,Automatic,5.0,Benzin,158000.0,11.0,Medium,Used,13499
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,89000.0,5.0,Medium,Used,27000
Mercedes Benz CLA 200,Station wagon,115.0,Automatic,5.0,Benzin,95750.0,5.0,Low,Used,20950
Mercedes Benz CLS 250,Station wagon,150.0,Automatic,5.0,Diesel,194000.0,8.0,Medium,Used,19985
Mercedes Benz E 53 AMG,Station wagon,320.0,Automatic,5.0,Benzin,35550.0,4.0,High,Used,54880
Mercedes Benz E 350,Station wagon,210.0,Automatic,5.0,Diesel,60000.0,3.0,High,Used,39999
Mercedes Benz C 32 AMG,Station wagon,100.0,Manual,5.0,Diesel,41731.0,10.0,Medium,Used,16199
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,107599.0,3.0,Medium,Used,27700
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,110877.0,4.0,Medium,Used,27790
Mercedes Benz E 200,Station wagon,100.0,Automatic,5.0,Diesel,112000.0,8.0,Medium,Used,19480
Mercedes Benz E 63 AMG,Station wagon,450.0,Automatic,5.0,Benzin,99560.0,4.0,High,Used,66360
Mercedes Benz CLA 200,Station wagon,100.0,Manual,5.0,Diesel,99990.0,5.0,Medium,Used,17900
Mercedes Benz E 350,Station wagon,195.0,Automatic,5.0,Diesel,199400.0,10.0,High,Used,13990
Mercedes Benz E 280,Station wagon,170.0,Automatic,5.0,Benzin,235500.0,14.0,High,Used,7900
Mercedes Benz CLA 200,Station wagon,100.0,Automatic,5.0,Diesel,126346.0,5.0,Medium,Used,19999
Mercedes Benz C 63 AMG,Station wagon,375.0,Automatic,5.0,Benzin,81540.0,5.0,High,Used,48990
Mercedes Benz CLA 35 AMG,Station wagon,225.0,Automatic,5.0,Benzin,25071.0,1.0,Medium,Used,57450
Mercedes Benz E 350,Station wagon,185.0,Automatic,5.0,Diesel,82259.0,9.0,High,Used,29950
Mercedes Benz CLA 250,Station wagon,154.0,Automatic,5.0,Benzin,115500.0,7.0,Medium,Used,23500
Mercedes Benz C 200,Station wagon,135.0,Automatic,5.0,Benzin,68913.0,4.0,Low,Used,25995
Mercedes Benz C 300,Station wagon,190.0,Automatic,5.0,Benzin,125000.0,4.0,Medium,Used,30890
Mercedes Benz E 400,Station wagon,250.0,Automatic,5.0,Diesel,61413.0,3.0,High,Used,50980
Mercedes Benz C 400,Station wagon,245.0,Automatic,5.0,Benzin,44987.0,3.0,High,Used,36990
Mercedes Benz C 220,Station wagon,125.0,Automatic,5.0,Diesel,166690.0,6.0,Medium,Used,17990
Mercedes Benz C 63 AMG,Station wagon,375.0,Automatic,5.0,Benzin,50256.0,4.0,High,Used,56995
Mercedes Benz C 200,Station wagon,118.0,Automatic,5.0,Diesel,110353.0,2.0,Low,Used,24849
Mercedes Benz C 220,Station wagon,125.0,Automatic,5.0,Diesel,87143.0,6.0,Medium,Used,24940
Mercedes Benz C 220,Station wagon,125.0,Automatic,5.0,Diesel,115757.0,5.0,Medium,Used,22490
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,118581.0,4.0,Medium,Used,26940
Mercedes Benz C 200,Station wagon,118.0,Automatic,5.0,Diesel,89166.0,2.0,Low,Used,25849
Mercedes Benz C 220,Station wagon,125.0,Automatic,5.0,Diesel,54194.0,5.0,Medium,Used,24990
Mercedes Benz CLA 180,Station wagon,90.0,Automatic,5.0,Benzin,50000.0,5.0,Low,Used,25250
Mercedes Benz CLA 200,Station wagon,115.0,Automatic,5.0,Benzin,136800.0,7.0,Low,Used,19450
Mercedes Benz C 63 AMG,Station wagon,375.0,Automatic,5.0,Benzin,49900.0,6.0,High,Used,49900
Mercedes Benz E 250,Station wagon,150.0,Automatic,5.0,Benzin,177671.0,11.0,Medium,Used,12450
Mercedes Benz CLA 200,Station wagon,115.0,Manual,5.0,Benzin,144588.0,5.0,Low,Used,17999
Mercedes Benz C 300,Station wagon,180.0,Automatic,5.0,Diesel,118000.0,3.0,Medium,Used,29950
Mercedes Benz CLA 220,Station wagon,125.0,Automatic,5.0,Diesel,151627.0,4.0,Medium,Used,20790
Mercedes Benz C 180,Station wagon,90.0,Automatic,5.0,Diesel,106000.0,3.0,Low,Used,23490
Mercedes Benz C 250,Station wagon,150.0,Automatic,5.0,Diesel,88518.0,7.0,Medium,Used,24999
Mercedes Benz C 180,Station wagon,90.0,Automatic,5.0,Diesel,95000.0,3.0,Low,Used,23490
Mercedes Benz E 400,Station wagon,250.0,Automatic,5.0,Diesel,50000.0,4.0,High,Used,43880
Mercedes Benz C 250,Station wagon,150.0,Automatic,5.0,Diesel,101800.0,6.0,Medium,Used,26400
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,65000.0,3.0,Medium,Used,38880
Mercedes Benz C 200,Station wagon,100.0,Automatic,5.0,Diesel,115000.0,6.0,Low,Used,20985
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,50000.0,3.0,Medium,Used,38440
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,112440.0,4.0,Medium,Used,29999
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,119900.0,4.0,Medium,Used,28900
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,77302.0,2.0,Medium,Used,39995
Mercedes Benz C 200,Station wagon,118.0,Automatic,5.0,Diesel,81045.0,2.0,Low,Used,25849
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,89985.0,5.0,Medium,Used,27989
Mercedes Benz C 43 AMG,Station wagon,270.0,Automatic,5.0,Benzin,99000.0,6.0,High,Used,34990
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,99990.0,4.0,Medium,Used,27500
Mercedes Benz E 350,Station wagon,225.0,Automatic,5.0,Benzin,108835.0,10.0,High,Used,20999
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,155000.0,3.0,Medium,Used,24450
Mercedes Benz C 43 AMG,Station wagon,287.0,Automatic,5.0,Benzin,118750.0,4.0,High,Used,43989
Mercedes Benz C 180,Station wagon,85.0,Manual,5.0,Diesel,152211.0,5.0,Low,Used,14990
Mercedes Benz C 300,Station wagon,180.0,Automatic,5.0,Diesel,45913.0,3.0,Medium,Used,33990
Mercedes Benz C 63 AMG,Station wagon,375.0,Automatic,5.0,Benzin,5900.0,7.0,High,Used,66950
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,110683.0,3.0,Medium,Used,35499
Mercedes Benz CLS,Station wagon,150.0,Automatic,5.0,Diesel,97454.0,6.0,Medium,Used,29900
Mercedes Benz CLA 180,Station wagon,90.0,Automatic,5.0,Benzin,54908.0,3.0,Low,Used,27250
Mercedes Benz B 180,Station wagon,80.0,Manual,5.0,Diesel,66000.0,5.0,Low,Used,16990
Mercedes Benz E 220,Station wagon,125.0,Automatic,5.0,Diesel,203863.0,12.0,Medium,Used,16950
Mercedes Benz C 43 AMG,Station wagon,287.0,Automatic,5.0,Benzin,30480.0,3.0,High,Used,51849
Mercedes Benz C 43 AMG,Station wagon,270.0,Automatic,5.0,Benzin,50649.0,5.0,High,Used,40995
Mercedes Benz C 300,Station wagon,245.0,Automatic,5.0,Benzin,16000.0,0.0,Medium,Used,67500
Mercedes Benz C 43 AMG,Station wagon,287.0,Automatic,5.0,Benzin,43400.0,4.0,High,Used,49990
Mercedes Benz C 180,Station wagon,115.0,Automatic,5.0,Benzin,131000.0,7.0,Low,Used,18280
Mercedes Benz C 43 AMG,Station wagon,270.0,Automatic,5.0,Benzin,93470.0,5.0,High,Used,37500
Mercedes Benz C 200,Station wagon,120.0,Automatic,5.0,Diesel,18000.0,0.0,Medium,Used,54950
Mercedes Benz CLA 45 AMG,Station wagon,280.0,Automatic,5.0,Benzin,83000.0,6.0,Medium,Used,34900
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,90000.0,1.0,Medium,Used,40950
Mercedes Benz CLA 45 AMG,Station wagon,265.0,Automatic,5.0,Benzin,71004.0,7.0,Medium,Used,28999
Mercedes Benz C 300,Station wagon,190.0,Automatic,5.0,Benzin,74974.0,4.0,Medium,Used,28989
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,159900.0,4.0,Medium,Used,33850
Mercedes Benz CLA 250,Station wagon,155.0,Automatic,5.0,Benzin,47903.0,5.0,Medium,Used,28680
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,79450.0,3.0,Medium,Used,27949
Mercedes Benz C 250,Station wagon,155.0,Automatic,5.0,Benzin,107078.0,7.0,Medium,Used,19991
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,43297.0,2.0,Medium,Used,40990
Mercedes Benz C 200,Station wagon,135.0,Automatic,5.0,Benzin,79596.0,7.0,Medium,Used,24900
Mercedes Benz C 250,Station wagon,155.0,Automatic,5.0,Benzin,84629.0,4.0,Medium,Used,28880
Mercedes Benz E 400,Station wagon,245.0,Automatic,5.0,Benzin,97549.0,9.0,High,Used,25999
Mercedes Benz C 180,Station wagon,90.0,Automatic,5.0,Diesel,90000.0,3.0,Low,Used,24500
Mercedes Benz E 350,Station wagon,190.0,Automatic,5.0,Diesel,98600.0,8.0,High,Used,26444
Mercedes Benz C 180,Station wagon,115.0,Automatic,5.0,Benzin,99979.0,7.0,Low,Used,22900
Mercedes Benz CLA 35 AMG,Station wagon,225.0,Automatic,5.0,Benzin,3001.0,0.0,Medium,Demonstration,60750
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,87128.0,3.0,Medium,Used,32890
Mercedes Benz E 350,Station wagon,190.0,Automatic,5.0,Diesel,82954.0,5.0,High,Used,42980
Mercedes Benz B 180,Station wagon,90.0,Automatic,5.0,Benzin,51350.0,8.0,Low,Used,17980
Mercedes Benz C 250,Station wagon,150.0,Automatic,5.0,Diesel,89117.0,5.0,Medium,Used,29970
Mercedes Benz C 220,Station wagon,125.0,Automatic,5.0,Diesel,80851.0,5.0,Medium,Used,24900
Mercedes Benz C 300,Station wagon,180.0,Automatic,5.0,Diesel,136000.0,3.0,Medium,Used,26999
Mercedes Benz E 300,Station wagon,195.0,Automatic,5.0,Diesel,9750.0,1.0,Medium,Demonstration,68670
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,195500.0,4.0,Medium,Used,29499
Mercedes Benz C 220,Station wagon,125.0,Automatic,5.0,Diesel,179200.0,6.0,Medium,Used,18688
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,84750.0,3.0,Medium,Used,36749
Mercedes Benz E 200,Station wagon,135.0,Automatic,5.0,Benzin,87036.0,8.0,Medium,Used,22480
Mercedes Benz C 220,Station wagon,125.0,Manual,5.0,Diesel,78382.0,5.0,Medium,Used,22790
Mercedes Benz B 200,Station wagon,100.0,Automatic,5.0,Diesel,126879.0,4.0,Medium,Used,18849
Mercedes Benz E 43 AMG,Station wagon,295.0,Automatic,5.0,Benzin,92517.0,5.0,High,Used,42999
Mercedes Benz CLA 200,Station wagon,115.0,Manual,5.0,Benzin,170450.0,8.0,Low,Used,17500
Mercedes Benz C 200,Station wagon,118.0,Manual,5.0,Diesel,138298.0,3.0,Low,Used,19499
Mercedes Benz CLA 35 AMG,Station wagon,225.0,Automatic,5.0,Benzin,2001.0,0.0,Medium,Demonstration,62800
Mercedes Benz C 43 AMG,Station wagon,287.0,Automatic,5.0,Benzin,4762.0,2.0,High,Used,64980
Mercedes Benz E 400,Station wagon,250.0,Automatic,5.0,Diesel,45875.0,3.0,High,Used,47875
Mercedes Benz C 200,Station wagon,135.0,Automatic,5.0,Diesel,34170.0,3.0,Low,Used,26590
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,99615.0,3.0,Medium,Used,35699
Mercedes Benz A 45 AMG,Station wagon,280.0,Automatic,5.0,Benzin,45800.0,5.0,Medium,Used,40995
Mercedes Benz C 180,Station wagon,115.0,Automatic,5.0,Benzin,26500.0,2.0,Low,Used,32990
Mercedes Benz E 400,Station wagon,250.0,Automatic,5.0,Diesel,65878.0,4.0,High,Used,37975
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,97579.0,4.0,Medium,Used,29970
Mercedes Benz CLA 220,Station wagon,130.0,Automatic,5.0,Diesel,54334.0,4.0,Medium,Used,29690
Mercedes Benz C 400,Station wagon,245.0,Automatic,5.0,Benzin,89680.0,4.0,High,Used,36870
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,35000.0,4.0,Medium,Used,32700
Mercedes Benz C 200,Station wagon,118.0,Manual,5.0,Diesel,72252.0,3.0,Low,Demonstration,27450
Mercedes Benz C 300,Station wagon,225.0,Automatic,5.0,Other,46912.0,2.0,Medium,Used,45250
Mercedes Benz E 400,Station wagon,245.0,Automatic,5.0,Benzin,128585.0,5.0,High,Used,32999
Mercedes Benz C 160,Station wagon,95.0,Automatic,5.0,Benzin,76895.0,4.0,Low,Used,32995
Mercedes Benz C 400,Station wagon,245.0,Automatic,5.0,Benzin,36269.0,5.0,High,Used,42980
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,102750.0,4.0,Medium,Used,31749
Mercedes Benz C 200,Station wagon,135.0,Manual,5.0,Benzin,86063.0,5.0,Medium,Used,24989
Mercedes Benz C 200,Station wagon,100.0,Manual,5.0,Diesel,206215.0,9.0,Medium,Used,11890
Mercedes Benz E 43 AMG,Station wagon,295.0,Automatic,5.0,Benzin,123173.0,5.0,High,Used,41480
Mercedes Benz E 400,Station wagon,250.0,Automatic,5.0,Diesel,100533.0,3.0,High,Used,44444
Mercedes Benz C 220,Station wagon,143.0,Automatic,5.0,Diesel,54000.0,3.0,Medium,Used,35900
Mercedes Benz CLA 35 AMG,Station wagon,225.0,Automatic,5.0,Benzin,8000.0,0.0,Medium,Demonstration,64890
Mercedes Benz CLA 35 AMG,Station wagon,225.0,Automatic,5.0,Benzin,5768.0,0.0,Medium,Demonstration,58489
Mercedes Benz Vito,Station wagon,120.0,Manual,5.0,Diesel,57043.0,6.0,Medium,Used,31690
Mercedes Benz E 53 AMG,Station wagon,320.0,Automatic,5.0,Benzin,11289.0,3.0,High,Used,65950
Mercedes Benz CLA 180,Station wagon,90.0,Manual,5.0,Benzin,81455.0,6.0,Low,Used,21500
Mercedes Benz C 200,Station wagon,118.0,Manual,5.0,Diesel,24290.0,3.0,Low,Used,27490
Mercedes Benz E 200,Station wagon,110.0,Automatic,5.0,Diesel,130700.0,4.0,Medium,Used,26899
Mercedes Benz C 200,Station wagon,118.0,Automatic,5.0,Diesel,121500.0,3.0,Low,Used,24990
Mercedes Benz E 300,Station wagon,180.0,Automatic,5.0,Diesel,91500.0,4.0,Medium,Used,34990
Mercedes Benz C 300,Station wagon,150.0,Automatic,5.0,Benzin,8000.0,0.0,Medium,Demonstration,64900
Mercedes Benz C 300,Station wagon,150.0,Automatic,5.0,Benzin,15.0,0.0,Medium,Used,56790
Mercedes Benz C 43 AMG,Station wagon,270.0,Automatic,5.0,Benzin,84300.0,6.0,High,Used,35490
Mercedes Benz E 350,Station wagon,210.0,Automatic,5.0,Diesel,35400.0,3.0,High,Used,49450
Mercedes Benz CLS 350,Station wagon,190.0,Automatic,5.0,Diesel,25624.0,5.0,High,Used,47690
Mercedes Benz E 350,Station wagon,185.0,Automatic,5.0,Diesel,99331.0,8.0,High,Used,28450
Mercedes Benz E 220,Station wagon,143.0,Automatic,5.0,Diesel,59000.0,4.0,Medium,Used,34990
Mercedes Benz C 300,Station wagon,180.0,Automatic,5.0,Benzin,109750.0,6.0,Medium,Used,28449
