make_model,body_type,power,gearbox,doors,fuel_type,mileage,age,engine_size_cat,type,price
Mercedes Benz CLA 220,Coupe,130.0,Automatic,5.0,Diesel,51551.0,4.0,Medium,Used,31500
Mercedes Benz 220,Coupe,110.0,Manual,3.0,Diesel,184000.0,12.0,Medium,Used,8500
Mercedes Benz GLC 43 AMG,Coupe,270.0,Automatic,5.0,Benzin,91573.0,5.0,High,Used,48842
Mercedes Benz CLA 250,Coupe,118.0,Automatic,5.0,Benzin,2905.0,1.0,Low,Used,46450
Mercedes Benz E 350,Coupe,210.0,Automatic,3.0,Diesel,25243.0,4.0,High,Used,54250
Mercedes Benz C 220,Coupe,143.0,Automatic,3.0,Diesel,58802.0,3.0,Medium,Used,32290
Mercedes Benz E 350,Coupe,210.0,Automatic,3.0,Diesel,10653.0,2.0,High,Used,58490
Mercedes Benz C 220,Coupe,125.0,Automatic,3.0,Diesel,81705.0,6.0,Medium,Used,27590
Mercedes Benz C 180,Coupe,115.0,Automatic,3.0,Benzin,13878.0,1.0,Low,Used,39399
Mercedes Benz CLA 180,Coupe,90.0,Manual,5.0,Benzin,38123.0,4.0,Low,Used,24990
Mercedes Benz CLA 220,Coupe,140.0,Automatic,5.0,Benzin,29950.0,3.0,Medium,Used,40900
Mercedes Benz GLC 220,Coupe,125.0,Automatic,5.0,Diesel,93000.0,5.0,Medium,Used,44900
Mercedes Benz CLS 350,Coupe,220.0,Automatic,5.0,Benzin,38000.0,3.0,Medium,Used,62500
Mercedes Benz C 200,Coupe,135.0,Automatic,3.0,Benzin,5100.0,0.0,Low,Demonstration,56900
Mercedes Benz E 300,Coupe,180.0,Automatic,3.0,Diesel,57800.0,3.0,Medium,Used,50988
Mercedes Benz SL 500,Coupe,225.0,Automatic,3.0,Benzin,159000.0,18.0,Extreme,Used,15990
Mercedes Benz C 300,Coupe,190.0,Automatic,3.0,Benzin,41266.0,4.0,Medium,Used,38445
Mercedes Benz C 200,Coupe,135.0,Automatic,3.0,Benzin,90389.0,6.0,Medium,Used,27290
Mercedes Benz C 200,Coupe,135.0,Automatic,3.0,Benzin,37063.0,2.0,Low,Used,39899
Mercedes Benz CLA 200,Coupe,100.0,Manual,5.0,Diesel,90500.0,6.0,Medium,Used,23900
Mercedes Benz GLE 350,Coupe,190.0,Automatic,5.0,Diesel,61600.0,5.0,High,Used,57500
Mercedes Benz CLA 200,Coupe,120.0,Automatic,5.0,Benzin,13391.0,2.0,Low,Employee's car,42780
Mercedes Benz C 220,Coupe,110.0,Manual,3.0,Diesel,157906.0,15.0,Medium,Used,8290
Mercedes Benz CLA 250,Coupe,118.0,Automatic,5.0,Benzin,10120.0,1.0,Low,Used,46985
Mercedes Benz E 50 AMG,Coupe,143.0,Automatic,3.0,Diesel,28000.0,1.0,Low,Used,63900
Mercedes Benz GLC 350,Coupe,190.0,Automatic,5.0,Diesel,56666.0,4.0,High,Used,53790
Mercedes Benz GLC 250,Coupe,155.0,Automatic,5.0,Benzin,63800.0,4.0,Medium,Used,49000
Mercedes Benz GLE 43 AMG,Coupe,287.0,Automatic,5.0,Benzin,72704.0,4.0,High,Used,66499
Mercedes Benz E 300,Coupe,190.0,Automatic,3.0,Benzin,15000.0,2.0,Medium,Used,53899
Mercedes Benz CLA 200,Coupe,120.0,Manual,5.0,Benzin,12791.0,1.0,Low,Used,38400
Mercedes Benz CLK,Coupe,110.0,Manual,3.0,Diesel,107000.0,13.0,Medium,Used,12490
Mercedes Benz CLK 200,Coupe,120.0,Manual,3.0,Benzin,59000.0,16.0,Medium,Used,11990
Mercedes Benz CLA 200,Coupe,120.0,Manual,5.0,Benzin,10358.0,1.0,Low,Used,38600
Mercedes Benz CLA 200,Coupe,120.0,Automatic,5.0,Benzin,29999.0,2.0,Low,Used,37500
Mercedes Benz E 300,Coupe,180.0,Automatic,5.0,Diesel,63096.0,3.0,Medium,Used,47500
Mercedes Benz CLA 180,Coupe,80.0,Manual,5.0,Diesel,44770.0,4.0,Low,Used,27990
Mercedes Benz C 250,Coupe,150.0,Automatic,3.0,Benzin,62000.0,8.0,Medium,Used,22290
Mercedes Benz E 200,Coupe,136.0,Automatic,3.0,Benzin,128000.0,4.0,High,Used,37000
Mercedes Benz GLC 220,Coupe,125.0,Automatic,5.0,Diesel,51813.0,4.0,Medium,Used,45700
Mercedes Benz C 220,Coupe,143.0,Automatic,3.0,Diesel,3115.0,0.0,Medium,Demonstration,56490
Mercedes Benz E 220,Coupe,143.0,Automatic,3.0,Diesel,60100.0,3.0,Medium,Used,46990
Mercedes Benz C 220,Coupe,143.0,Automatic,3.0,Diesel,22000.0,1.0,Medium,Demonstration,47570
Mercedes Benz GLE 350,Coupe,190.0,Automatic,5.0,Diesel,50900.0,3.0,High,Used,66890
Mercedes Benz CLA 200,Coupe,120.0,Automatic,5.0,Benzin,9500.0,0.0,Low,Employee's car,45850
Mercedes Benz C 43 AMG,Coupe,270.0,Automatic,3.0,Benzin,99500.0,5.0,High,Used,49500
Mercedes Benz C 180,Coupe,105.0,Automatic,3.0,Benzin,68500.0,17.0,Medium,Used,9999
Mercedes Benz GLC 250,Coupe,155.0,Automatic,5.0,Benzin,30481.0,3.0,Medium,Used,45890
Mercedes Benz C 43 AMG,Coupe,270.0,Automatic,3.0,Benzin,61000.0,4.0,High,Used,47890
Mercedes Benz E 220,Coupe,143.0,Automatic,3.0,Diesel,64450.0,4.0,Medium,Used,42400
Mercedes Benz E 350,Coupe,190.0,Automatic,3.0,Diesel,100454.0,4.0,High,Used,41890
Mercedes Benz GLA 180,Off-Road/Pick-up,90.0,Automatic,5.0,Diesel,202424.0,4.0,Low,Used,20500
Mercedes Benz GLE 400,Off-Road/Pick-up,245.0,Automatic,5.0,Benzin,61564.0,4.0,High,Used,47500
Mercedes Benz GLE 43 AMG,Off-Road/Pick-up,287.0,Automatic,5.0,Benzin,75500.0,4.0,High,Used,51880
Mercedes Benz ML 320,Off-Road/Pick-up,165.0,Automatic,5.0,Diesel,183000.0,17.0,High,Used,10500
Mercedes Benz ML 500,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,159877.0,17.0,Extreme,Used,13990
Mercedes Benz GL 500,Off-Road/Pick-up,320.0,Automatic,5.0,Benzin,98544.0,7.0,Extreme,Used,44880
Mercedes Benz ML 450,Off-Road/Pick-up,225.0,Automatic,5.0,Diesel,263000.0,12.0,High,Used,14299
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,287.0,Automatic,5.0,Benzin,63675.0,3.0,High,Used,62870
Mercedes Benz ML 500,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,219000.0,16.0,Extreme,Used,18900
Mercedes Benz ML 300,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,185853.0,11.0,High,Used,16950
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,192500.0,7.0,High,Used,31880
Mercedes Benz GLC 220,Off-Road/Pick-up,120.0,Automatic,5.0,Diesel,115978.0,3.0,Medium,Used,36990
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,61000.0,3.0,Medium,Used,45900
Mercedes Benz ML 350,Off-Road/Pick-up,155.0,Automatic,5.0,Diesel,240000.0,12.0,High,Used,16950
Mercedes Benz ML 350,Off-Road/Pick-up,155.0,Automatic,5.0,Diesel,117500.0,12.0,High,Used,20800
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,78500.0,9.0,High,Used,29888
Mercedes Benz GLE 300,Off-Road/Pick-up,180.0,Automatic,5.0,Diesel,65000.0,3.0,Medium,Used,59990
Mercedes Benz GLA 45 AMG,Off-Road/Pick-up,280.0,Automatic,5.0,Benzin,73000.0,3.0,Medium,Used,39999
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,38547.0,4.0,Medium,Used,36675
Mercedes Benz GLK 350,Off-Road/Pick-up,195.0,Automatic,5.0,Diesel,117000.0,10.0,High,Used,22980
Mercedes Benz GLK 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,156000.0,8.0,Medium,Used,14900
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,74144.0,4.0,Medium,Used,33500
Mercedes Benz GLC 220,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,98000.0,2.0,Medium,Used,40000
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,91405.0,6.0,Medium,Used,34480
Mercedes Benz ML 500,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,189000.0,17.0,Extreme,Used,11900
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,56387.0,4.0,Medium,Used,36750
Mercedes Benz GL 350,Off-Road/Pick-up,155.0,Automatic,5.0,Diesel,242144.0,11.0,High,Used,18780
Mercedes Benz GLB 220,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,36000.0,2.0,Medium,Used,45900
Mercedes Benz GLA 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,126275.0,4.0,Medium,Used,24849
Mercedes Benz GLK 350,Off-Road/Pick-up,200.0,Automatic,5.0,Benzin,96000.0,12.0,High,Used,23999
Mercedes Benz GLC 200,Off-Road/Pick-up,145.0,Automatic,5.0,Benzin,28675.0,3.0,Medium,Used,48750
Mercedes Benz GLK 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,66332.0,7.0,Medium,Used,31760
Mercedes Benz GLC 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,94111.0,5.0,High,Used,35500
Mercedes Benz GLC 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,154500.0,4.0,Medium,Used,30700
Mercedes Benz GLC 300,Off-Road/Pick-up,180.0,Automatic,5.0,Benzin,87026.0,4.0,Medium,Used,35500
Mercedes Benz GLA 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,125124.0,7.0,Medium,Used,21949
Mercedes Benz GLC 300,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,9321.0,1.0,Medium,Demonstration,65500
Mercedes Benz GLK 220,Off-Road/Pick-up,125.0,Manual,5.0,Diesel,155437.0,11.0,Medium,Used,14890
Mercedes Benz GLC 200,Off-Road/Pick-up,120.0,Automatic,5.0,Diesel,143954.0,3.0,Medium,Used,39999
Mercedes Benz ML 500,Off-Road/Pick-up,300.0,Automatic,5.0,Benzin,114480.0,9.0,Extreme,Used,34880
Mercedes Benz GLA 220,Off-Road/Pick-up,120.0,Automatic,5.0,Diesel,126251.0,8.0,Medium,Used,20300
Mercedes Benz GLA 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,71200.0,7.0,Medium,Used,24770
Mercedes Benz GLA 180,Off-Road/Pick-up,90.0,Manual,5.0,Benzin,86822.0,4.0,Low,Used,22900
Mercedes Benz GLE 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,76600.0,4.0,Medium,Used,44990
Mercedes Benz ML 400,Off-Road/Pick-up,184.0,Automatic,5.0,Diesel,159000.0,18.0,High,Used,6500
Mercedes Benz GL 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,169555.0,9.0,High,Used,36770
Mercedes Benz GLC 300,Off-Road/Pick-up,180.0,Automatic,5.0,Benzin,108521.0,4.0,Medium,Used,34880
Mercedes Benz ML 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,200000.0,7.0,Medium,Used,26900
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Manual,5.0,Benzin,8951.0,7.0,Low,Used,22500
Mercedes Benz GLA 35 AMG,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,37450.0,2.0,Medium,Used,62590
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Manual,5.0,Benzin,68819.0,8.0,Low,Used,18990
Mercedes Benz GLK 200,Off-Road/Pick-up,105.0,Manual,5.0,Diesel,100000.0,9.0,Medium,Used,15999
Mercedes Benz GL 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,109900.0,9.0,High,Used,41880
Mercedes Benz GLC 200,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,22718.0,3.0,Medium,Used,48000
Mercedes Benz G,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,108450.0,5.0,Medium,Used,31749
Mercedes Benz GLC 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,119470.0,5.0,High,Used,36699
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,98497.0,5.0,Medium,Used,29990
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,83821.0,6.0,High,Used,43880
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,87020.0,5.0,Medium,Used,35990
Mercedes Benz GLC 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,116614.0,5.0,High,Used,33790
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,100000.0,6.0,Medium,Used,28475
Mercedes Benz GLC 200,Off-Road/Pick-up,145.0,Automatic,5.0,Benzin,38800.0,1.0,Medium,Used,47400
Mercedes Benz GLS 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,133667.0,6.0,High,Used,52880
Mercedes Benz ML 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,93227.0,7.0,Medium,Used,33950
Mercedes Benz GLA 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,140000.0,8.0,Medium,Used,20440
Mercedes Benz ML 320,Off-Road/Pick-up,165.0,Automatic,5.0,Diesel,179000.0,14.0,High,Used,17980
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,97538.0,5.0,High,Used,39990
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,124980.0,6.0,High,Used,39990
Mercedes Benz GLC 300,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,12900.0,1.0,Medium,Used,64500
Mercedes Benz E 220,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,176476.0,4.0,Medium,Used,35400
Mercedes Benz GLA 180,Off-Road/Pick-up,80.0,Manual,5.0,Benzin,63673.0,5.0,Low,Used,21980
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,49756.0,3.0,Medium,Used,39500
Mercedes Benz GLC 300,Off-Road/Pick-up,190.0,Automatic,5.0,Benzin,12761.0,1.0,Medium,Used,54890
Mercedes Benz GLC 400,Off-Road/Pick-up,243.0,Automatic,5.0,Diesel,36760.0,2.0,High,Employee's car,65890
Mercedes Benz GLC 220,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,5000.0,0.0,Medium,Pre-registered,63900
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,66413.0,5.0,Medium,Used,33300
Mercedes Benz GLC 300,Off-Road/Pick-up,190.0,Automatic,5.0,Benzin,18100.0,3.0,Medium,Used,46990
Mercedes Benz GLS 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,50000.0,4.0,High,Used,60990
Mercedes Benz GLA 180,Off-Road/Pick-up,85.0,Automatic,5.0,Diesel,42291.0,2.0,Medium,Used,34950
Mercedes Benz GLA 180,Off-Road/Pick-up,85.0,Automatic,5.0,Diesel,32368.0,2.0,Medium,Used,34950
Mercedes Benz GLB 250,Off-Road/Pick-up,165.0,Automatic,5.0,Benzin,19150.0,2.0,Medium,Used,45680
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,152900.0,4.0,Medium,Used,29390
Mercedes Benz GLA 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,90000.0,7.0,Medium,Used,19900
Mercedes Benz GLC 300,Off-Road/Pick-up,190.0,Automatic,5.0,Benzin,15330.0,2.0,Medium,Used,55900
Mercedes Benz G 350,Off-Road/Pick-up,155.0,Automatic,5.0,Diesel,222900.0,10.0,High,Used,54940
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,51954.0,3.0,Medium,Used,39000
Mercedes Benz GLK 200,Off-Road/Pick-up,105.0,Automatic,5.0,Diesel,190349.0,9.0,Medium,Used,18490
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,80996.0,3.0,Medium,Used,39900
Mercedes Benz GLC 220,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,40000.0,3.0,Medium,Used,43990
Mercedes Benz GLB 180,Off-Road/Pick-up,100.0,Automatic,5.0,Benzin,17406.0,1.0,Low,Used,49995
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,44000.0,3.0,High,Used,58940
Mercedes Benz GLC 220,Off-Road/Pick-up,120.0,Automatic,5.0,Diesel,106646.0,5.0,Medium,Used,36490
Mercedes Benz GLC 400,Off-Road/Pick-up,243.0,Automatic,5.0,Diesel,9900.0,0.0,High,Demonstration,67650
Mercedes Benz GLK 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,82100.0,7.0,Medium,Used,27990
Mercedes Benz GLE 300,Off-Road/Pick-up,180.0,Automatic,5.0,Diesel,69000.0,2.0,Medium,Used,67990
Mercedes Benz GLA 220,Off-Road/Pick-up,130.0,Automatic,5.0,Diesel,65156.0,6.0,Medium,Used,25690
Mercedes Benz ML 320,Off-Road/Pick-up,165.0,Automatic,5.0,Diesel,99998.0,15.0,High,Used,17990
Mercedes Benz GLB 250,Off-Road/Pick-up,165.0,Automatic,5.0,Benzin,11500.0,1.0,Medium,Used,52990
Mercedes Benz GLA 250,Off-Road/Pick-up,155.0,Manual,5.0,Benzin,37671.0,4.0,Medium,Used,27700
Mercedes Benz GLA 180,Off-Road/Pick-up,90.0,Automatic,5.0,Benzin,3143.0,3.0,Low,Used,32900
Mercedes Benz GLA 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,122450.0,8.0,Medium,Used,21900
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,57191.0,5.0,High,Used,47690
Mercedes Benz GLC 63 AMG,Off-Road/Pick-up,350.0,Automatic,5.0,Benzin,99899.0,3.0,High,Used,66780
Mercedes Benz GLA 45 AMG,Off-Road/Pick-up,285.0,Automatic,5.0,Benzin,9743.0,1.0,Medium,Employee's car,60850
Mercedes Benz GLC 300,Off-Road/Pick-up,180.0,Automatic,5.0,Diesel,500.0,0.0,Medium,Pre-registered,55400
Mercedes Benz EQA 250,Off-Road/Pick-up,140.0,Automatic,5.0,Benzin,7033.0,1.0,Low,Used,60450
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,49280.0,3.0,High,Used,53690
Mercedes Benz GLC 300,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,7853.0,2.0,Medium,Used,59885
Mercedes Benz GLS 400,Off-Road/Pick-up,245.0,Automatic,5.0,Benzin,65291.0,6.0,High,Used,54990
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,110000.0,9.0,High,Used,29900
Mercedes Benz GLA 200,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,6121.0,0.0,Medium,Used,46990
Mercedes Benz GLC 220,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,36664.0,2.0,Medium,Used,43990
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,69296.0,5.0,High,Used,46800
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,115000.0,7.0,High,Used,41495
Mercedes Benz GLS 400,Off-Road/Pick-up,245.0,Automatic,5.0,Benzin,183260.0,6.0,High,Used,41499
Mercedes Benz GLA 220,Off-Road/Pick-up,130.0,Automatic,5.0,Diesel,101663.0,6.0,Medium,Used,24450
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,53603.0,4.0,High,Used,49890
Mercedes Benz ML 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,191392.0,7.0,Medium,Used,23490
Mercedes Benz GLC 300,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,25497.0,1.0,Medium,Used,54890
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,99311.0,5.0,High,Used,47900
Mercedes Benz GLC 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,42000.0,3.0,Medium,Used,38200
Mercedes Benz GLC 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,79500.0,4.0,High,Used,37195
Mercedes Benz GLB 200,Off-Road/Pick-up,120.0,Automatic,5.0,Benzin,2497.0,0.0,Low,Used,62500
Mercedes Benz GLC 200,Off-Road/Pick-up,145.0,Automatic,5.0,Benzin,5500.0,3.0,Medium,Used,49980
Mercedes Benz GLB 35 AMG,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,3558.0,1.0,Medium,Used,66865
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,80000.0,4.0,Medium,Used,36890
Mercedes Benz X 250,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,78000.0,4.0,Medium,Used,40990
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,47992.0,4.0,High,Used,54950
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,55500.0,4.0,Medium,Used,34890
Mercedes Benz GLA 45 AMG,Off-Road/Pick-up,285.0,Automatic,5.0,Benzin,13038.0,1.0,Medium,Employee's car,59850
Mercedes Benz GLK 220,Off-Road/Pick-up,125.0,Manual,5.0,Diesel,99324.0,11.0,Medium,Used,17979
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,123900.0,5.0,Medium,Used,28980
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,90000.0,4.0,High,Used,51999
Mercedes Benz GLE 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,109700.0,5.0,High,Used,39990
Mercedes Benz GLC 220,Off-Road/Pick-up,143.0,Automatic,5.0,Diesel,29112.0,2.0,Medium,Used,41779
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,104619.0,8.0,High,Used,30999
Mercedes Benz GLC 300,Off-Road/Pick-up,190.0,Automatic,5.0,Benzin,25415.0,1.0,Medium,Used,49950
Mercedes Benz GLA 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,20000.0,6.0,Medium,Used,25480
Mercedes Benz X 250,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,45450.0,3.0,Medium,Used,39999
Mercedes Benz GLC 300,Off-Road/Pick-up,180.0,Automatic,5.0,Diesel,20999.0,2.0,Medium,Used,51900
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,32933.0,3.0,High,Used,52990
Mercedes Benz GLA 200,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,83846.0,1.0,Low,Used,39950
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,97376.0,5.0,Medium,Used,36990
Mercedes Benz GLB 200,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,24899.0,2.0,Medium,Used,44900
Mercedes Benz GLC 200,Off-Road/Pick-up,145.0,Automatic,5.0,Benzin,34890.0,2.0,Medium,Used,46800
Mercedes Benz GLB 35 AMG,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,3047.0,0.0,Medium,Demonstration,65970
Mercedes Benz G,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,73394.0,7.0,Medium,Used,23590
Mercedes Benz GLC 300,Off-Road/Pick-up,190.0,Automatic,5.0,Benzin,14600.0,2.0,Medium,Used,52888
Mercedes Benz EQA 250,Off-Road/Pick-up,140.0,Automatic,5.0,Benzin,8870.0,1.0,Low,Used,56999
Mercedes Benz GLC 300,Off-Road/Pick-up,180.0,Automatic,5.0,Diesel,19472.0,2.0,Medium,Used,53800
Mercedes Benz ML 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,130028.0,7.0,High,Used,34490
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,37000.0,4.0,Medium,Used,40400
Mercedes Benz GLK 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,140450.0,8.0,Medium,Used,24950
Mercedes Benz GLA 180,Off-Road/Pick-up,90.0,Manual,5.0,Benzin,55935.0,4.0,Low,Used,26950
Mercedes Benz GLE 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,58000.0,5.0,Medium,Used,39000
Mercedes Benz GLC 220,Off-Road/Pick-up,125.0,Automatic,5.0,Diesel,86100.0,3.0,Medium,Used,36700
Mercedes Benz GLS 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,34243.0,3.0,High,Used,67649
Mercedes Benz GLC 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,90000.0,6.0,Medium,Used,33399
Mercedes Benz X 250,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,29658.0,4.0,Medium,Used,41977
Mercedes Benz GLB 35 AMG,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,8000.0,0.0,Medium,Demonstration,67490
Mercedes Benz GLC 300,Off-Road/Pick-up,180.0,Automatic,5.0,Diesel,18000.0,1.0,Medium,Demonstration,56870
Mercedes Benz GLE 53 AMG,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,67000.0,4.0,High,Used,55900
Mercedes Benz GLC 250,Off-Road/Pick-up,150.0,Automatic,5.0,Diesel,80000.0,4.0,Medium,Used,38950
Mercedes Benz GLC 43 AMG,Off-Road/Pick-up,270.0,Automatic,5.0,Benzin,42500.0,3.0,High,Used,56890
Mercedes Benz EQA 250,Off-Road/Pick-up,140.0,Automatic,5.0,Benzin,6000.0,0.0,Low,Demonstration,57444
Mercedes Benz GLC 250,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,71148.0,6.0,Medium,Used,33950
Mercedes Benz GLB 250,Off-Road/Pick-up,165.0,Automatic,5.0,Benzin,23529.0,2.0,Medium,Used,44329
Mercedes Benz ML 320,Off-Road/Pick-up,165.0,Automatic,5.0,Diesel,195000.0,13.0,High,Used,14500
Mercedes Benz GLB 35 AMG,Off-Road/Pick-up,225.0,Automatic,5.0,Benzin,5723.0,0.0,Medium,Demonstration,64850
Mercedes Benz GLC 300,Off-Road/Pick-up,180.0,Automatic,5.0,Diesel,47030.0,1.0,Medium,Used,57299
Mercedes Benz GLC 350,Off-Road/Pick-up,190.0,Automatic,5.0,Diesel,48727.0,3.0,High,Used,45849
Mercedes Benz GLA 45 AMG,Off-Road/Pick-up,285.0,Automatic,5.0,Benzin,30866.0,1.0,Medium,Employee's car,58850
Mercedes Benz GLC 220,Off-Road/Pick-up,120.0,Automatic,5.0,Diesel,58350.0,3.0,Medium,Used,40900
Mercedes Benz GL 320,Off-Road/Pick-up,165.0,Automatic,5.0,Diesel,249000.0,13.0,High,Used,17000
Mercedes Benz GLA 200,Off-Road/Pick-up,115.0,Automatic,5.0,Benzin,46328.0,3.0,Low,Used,29849
Mercedes Benz GLA 200,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,43530.0,1.0,Medium,Used,42950
Mercedes Benz GLA 45 AMG,Off-Road/Pick-up,280.0,Automatic,5.0,Benzin,44933.0,3.0,Medium,Used,42390
Mercedes Benz GLC 300,Off-Road/Pick-up,155.0,Automatic,5.0,Benzin,38640.0,2.0,Medium,Used,54890
